         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 pytesttester.py:44(PytestTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(CClass)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:480(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:166(MAError)
        1    0.000    0.000    0.000    0.000 core.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:826(__init__)
        1    0.000    0.000    0.000    0.000 core.py:836(_DomainSafeDivide)
        2    0.000    0.000    0.000    0.000 core.py:879(__init__)
        1    0.000    0.000    0.000    0.000 core.py:889(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:6542(_frommethod)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 util.py:540(Mixin2to3)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2380(_empty)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1576(UnknownTimezoneWarning)
        2    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:16(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 _factories.py:14(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:20(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:165(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:428(_NoReturn)
        1    0.000    0.000    0.000    0.000 typing.py:1196(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1226(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1347(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1690(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1710(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:1717(Coroutine)
        1    0.000    0.000    0.000    0.000 typing.py:1729(AsyncIterator)
        1    0.000    0.000    0.000    0.000 typing.py:1737(Iterable)
        1    0.000    0.000    0.000    0.000 typing.py:1741(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1808(Container)
        1    0.000    0.000    0.000    0.000 typing.py:1813(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1838(Mapping)
        1    0.000    0.000    0.000    0.000 typing.py:1895(Set)
        1    0.000    0.000    0.000    0.000 typing.py:1916(MappingView)
        1    0.000    0.000    0.000    0.000 typing.py:1932(ValuesView)
        1    0.000    0.000    0.000    0.000 typing.py:1937(ContextManager)
        1    0.000    0.000    0.000    0.000 typing.py:2018(Counter)
        1    0.000    0.000    0.000    0.000 typing.py:2064(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 config.py:377(option_context)
        5    0.000    0.000    0.000    0.000 config.py:747(is_type_factory)
        1    0.000    0.000    0.000    0.000 algorithms.py:1096(SelectNSeries)
        1    0.000    0.000    0.000    0.000 generic.py:64(_ABCGeneric)
        1    0.000    0.000    0.000    0.000 __init__.py:10(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:16(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:23(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:33(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:97(EmptyDataError)
        1    0.000    0.000    0.000    0.000 __init__.py:104(ParserWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:152(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:160(AccessorRegistrationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:164(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 common.py:27(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 accessor.py:113(CachedAccessor)
        1    0.000    0.000    0.000    0.000 base.py:131(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:162(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:166(DataError)
        1    0.000    0.000    0.000    0.000 nanops.py:48(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 base.py:163(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 offsets.py:987(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:999(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1005(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1669(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1681(QuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1744(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1760(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1767(YearBegin)
        1    0.000    0.000    0.000    0.000 multi.py:89(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 indexing.py:2233(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:2021(NumericBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2027(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2107(IntBlock)
        1    0.000    0.000    0.000    0.000 format.py:1152(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1299(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1314(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 accessors.py:291(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 _core.py:2703(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 panel.py:1562(LongPanel)
        1    0.000    0.000    0.000    0.000 engines.py:19(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.000    0.000 common.py:23(NameResolutionError)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
        1    0.000    0.000    0.000    0.000 merge.py:1151(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 pytables.py:117(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:121(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:125(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:2760(LegacyFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2770(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:355(UnaryOp)
        1    0.000    0.000    0.000    0.000 expr.py:250(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:709(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 json.py:159(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 sql.py:34(DatabaseError)
        1    0.000    0.000    0.000    0.000 sql.py:902(PandasSQL)
        1    0.000    0.000    0.000    0.000 stata.py:471(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:492(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:595(StataValueLabel)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:129(Unpickler)
        1    0.000    0.000    0.000    0.000 packers.py:777(Iterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(PackValueError)
